Shibuya ,,,,,,,
,,,,,,,
Imperial Palece,1-1 ChiyodaChiyoda-kuTokyo  ,千代田1-1,"The Imperial Palace, located on the former site of Edo castle, is the current residence of the Imperial family.",http://www.japan-guide.com/g2/3017_01.jpg,http://theclassytraveler.com/wp-content/uploads/2013/02/Imperial-Palace-Chiyoda-wallpaper.jpg,http://www.planetware.com/photos-large/JPN/japan-tokyo-imperial-palace.jpg,http://jpninfo.com/wp-content/uploads/2015/12/imperial-palace-winter.jpg
Jiro,4-2-15 GinzaChuo-kuTokyo  ,銀座4-2-15,Sukiyabashi Jiro Honten is a 3-star Michelin sushi restaurant located in Ginza.,https://upload.wikimedia.org/wikipedia/commons/9/98/Barack_Obama_and_Shinzo_Abe_at_Sukyabashi_Jiro_April_2014.jpg,https://digitaldidascalia.files.wordpress.com/2014/03/82c1e-jiro-sushi-3.jpeg,http://www.luxeat.com/images/6a00df351eb58e88340162fd4215af970d.jpg,http://static2.therichestimages.com/cdn/568/370/90/cw/wp-content/uploads/2014/01/omi-sushi-2.png
Kabukiza,4-12-15 GinzaChuo-kuTokyo ,銀座4-12-15,Kabuki-za is the theater dedicated to Kabuki performances.,https://upload.wikimedia.org/wikipedia/commons/b/b1/Kabuki-za_Theatre_2013_1125.jpg,http://www.unmissabletokyo.com/images/Kabuki-za-theatre-in-Ginza-Tokyo.jpg,https://gaijinpot.scdn5.secure.raxcdn.com/wp-content/uploads/sites/4/2014/11/kabukiza-1.jpg,http://tokyostory.net/wp-content/uploads/2102.jpg
Yakitori Alley,2-9-17 YurakuchoChiyoda-kuTokyo  ,有楽町2-9-17,Yakitori is the classic Japanese dish of grilled meat or vegetable on a stick,http://4.bp.blogspot.com/-8220HWBifgE/Ts2Y6tH8nXI/AAAAAAAACQw/EtAKEvK4LDo/s1600/tokyo_pic%2B(199).jpg,https://www.ambassadors-japan.com/img/sakaguchi/64/2553cf801f6c4c3.jpeg,https://therobotmusteat.files.wordpress.com/2013/11/dsc02925-1.jpg,http://images.notquitenigella.com/images/yakitori-alley-at-yurakucho-tokyo/__a-yakitori_menu.jpg
,,,,,,,
Ebisu ,,,,,,,
Ebisu Yokocho,Ebisu 1-7-2Shibuya-kuTokyo  ,恵比寿1-7-2,"This long alleyway is set in the upmarket area of Ebisu and is lined with many small taverns. It's a perfect place for a night of bar-hopping.
",https://media.timeout.com/images/102582567/617/347/image.jpg,http://www.r-estate.tokyo/file/image/201504/124cc42f698e12b0d46c573896f9b377.jpg,https://cosmosjapaneselanguageschool.files.wordpress.com/2016/02/4.jpg?w=676,http://gaijingojapan.com/wp-content/uploads/2014/12/Ebisu-Yokocho-Entrance.jpg
Sarutahiko ,1-6-6 EbisuShibuya-kuTokyo  ,恵比寿1-6-6,Sarutahiko Coffee is a popular local coffee shop just northeast of Ebisu station.,http://dailycoffeenews.com/wp-content/uploads/2014/02/1234720_520528851348489_581956576_n-600x450.jpg,https://media-cdn.tripadvisor.com/media/photo-s/07/9b/04/22/inside-sarutahiko-coffee.jpg,http://www.spoon-tamago.com/wp-content/uploads/2015/03/sarutahiko_coffee-3.jpg,
Sushi Ono,1-1-5 EbisuShibuya-kuTokyo  ,恵比寿1-1-50,Sushi Ono is a 6-counter seat Edomae sushi (edo-era style) restaurant in Ebisu. The restaurant is operated by chef Jun Yoneyama under the name Sushi Sora on Sundays.,http://www.sushionobrescia.it/sushi_brescia/images/sfondo/chisiamo.jpg,http://www.sushiono.it/ono/images/sfondo/chisiamo.jpg,http://media.salon.com/2014/11/shutterstock_171970679.jpg,http://www.sushionobrescia.it/sushi_brescia/images/sfondo/contatti.jpg
Ebisu Garden Place,4-20 EbisuShibuya-kuTokyo  ,恵比寿4-20,"Ebisu Garden Place is a large open space in Ebisu often used for big events, movie premiers etc, and also contains a variety of shops and restaurants.",http://www.japan-guide.com/g3/3028_01.jpg,http://www.japan-guide.com/g3/3028_03.jpg,https://65.media.tumblr.com/tumblr_lz0d92D7lE1qfud8c.jpg,https://media.timeout.com/images/102847289/617/347/image.jpg
Ebisu Shrine,1-11-1 Ebisu-nishiShibuya-kuTokyo  , 恵比寿西1-11-10 ,"Ebisu Shrine, formerly known as Amatsu shrine, is located close to Ebisu station.
",http://www.osaka-info.jp/en/facilities/assets_c/2014/02/imamiyaebisu-thumb-2756x2155-784.jpg,http://www.osaka-info.jp/en/facilities/assets_c/2014/02/Horikawabisurine-thumb-1600x1200-777.jpg,http://www.goldenjipangu.com/photo/130110ebisu2.jpg,http://www.kansai-u.ac.jp/mt/archives/img/120113_t_hukumusume.l.jpg
Museum of Ebisu Beer,4-20-1 EbisuShibuya-kuTokyo  ,恵比寿4-20-1,"The Museum of Yebisu Beer is located in the district of Ebisu in Shibuya, Tokyo.",http://3.bp.blogspot.com/-hYGFQj8TD_0/Tto9SlTcsKI/AAAAAAAAEIQ/gNuLAY2cVAY/s1600/Yebisu+Beer+Museum+Hall.JPG,http://www.visionsoftravel.org/wp-content/uploads/2013/10/Yebisu-Beer-Museum-Ebisu-Tokyo-23.jpg,http://www.stripes.com/polopoly_fs/1.156190.1317056497!/image/2311488301.jpg_gen/derivatives/landscape_804/2311488301.jpg,http://www.traveltokyo.info/Yebisu%20Beer%20Museum.jpg
,,,,,,,
Asakusa,,,,,,,
Senso-ji Temple,2-3-1 AsakusaTaito-kuTokyo  ,浅草2-3-1,"Sensoji Temple is a Buddhist Temple located at the end of Nakamise Road in Asakusa. It was built in 628, which makes it the oldest temple in Tokyo.","https://upload.wikimedia.org/wikipedia/commons/4/4b/Hozomon_and_pagoda,_Sensoji_Temple,_Asakusa,_Tokyo.jpg",https://cdn.cheapoguides.com/wp-content/uploads/sites/2/2015/04/5162876284_7decf57484_o.jpg,http://i0.wp.com/www.japancrush.com/wp-content/uploads/2014/06/sensoji-temple-tokyo-00.jpg?resize=600%2C400,https://tokyobling.files.wordpress.com/2014/12/sensoji_night_9062.jpg
Kappabashi Street,MatsugayaTaito-kuTokyo  ,松ケ谷,"Kappabashi Street, or Kitchen Town is lined with shops that sell restaurant supply goods, dishes, pots, pans, cooking utensils and also stores that sell plastic and wax food samples, famously used by many restaurants in their show windows.",http://www.japan-guide.com/g3/3020_11.jpg,http://bento.com/pix/kappa/kappa3-maizuru.jpg,http://farm3.static.flickr.com/2642/4111822802_055445dfe4.jpg,http://www.sakura-house.com/blog/fr/files/2013/10/store01.jpg
Ai Club,Taito-kuTokyo  ,台東,AI club is a bar/club with a focus on 80's soul music but with other generations of music as well. It is located right off of Kaminarimon street.,http://cdn.c.photoshelter.com/img-get2/I0000B68o_TJ3nOM/fit=1000x750/AI-7174.jpg,http://cdn.c.photoshelter.com/img-get2/I0000HVAR1nm4VBA/fit=1000x750/AI-7211.jpg,http://cdn.c.photoshelter.com/img-get2/I0000X26LsQDGsK4/fit=1000x750/AI-7167.jpg,http://asakusanioideyo.com/shop/19_05_15.jpg
Asakusa Jinja Shrine,2-3-1 AsakusaTaito-kuTokyo  ,浅草2-3-1,Asakusa Shrine is famous for its Sanja Matsuri Festival held in May.,http://thewanderingscot.com/photos/2005%20Tokyo/midis/DSC00019.JPG,http://media.gettyimages.com/photos/participants-carrying-portable-shrines-march-on-during-the-asakusa-picture-id473751840,http://www.musuvi.jp/shared/img/locations/catch_locations_02.jpg,https://images.trvl-media.com/media/content/shared/images/travelguides/destination/179900/Asakusa-Shrine-69550.jpg
Kaminarimon Gate,1-3 AsakusaTaito-kuTokyo  ,浅草1-3,"Kaminarimon is the gateway to Senso-ji Temple, the largest temple in Asakusa.",http://www.senso-ji.jp/guide/img/main_photo_kaminarimon01.jpg,http://cache-graphicslib.viator.com/graphicslib/page-images/360x240/148779_Tokyo_ThunderGateKaminarimon_shutterstock_152360615.jpg,http://pre03.deviantart.net/02b2/th/pre/i/2012/284/4/6/kaminarimon__by_drae_lab-d5hj86n.jpg,http://ebisuya.com/wordpress/wp-content/themes/ebisuya2014/common/img/branch/kaminarimon/main1.jpg
Asakusa Ameya,2-29-3 Asakusa Taito-ku TokyoTaito-kuTokyo  ,東京都台東区浅草2-29-3,Asakusa Ameya is a candy store offering traditional Japanese candies and lollipops.,https://assets1.odigo.travel/production/spot_photo/image/549bc1b969702d6cbc540100/middle_asakusa-historical-museum-1.jpg,https://assets4.odigo.travel/production/spot_photo/image/54d3a31869702d386aa70000/middle_2011060110380000.jpg,https://riben-travel.s3.amazonaws.com/production/spot_photo/image/54d3a31e69702d386aab0000/big_cover_2011060110280000.jpg,https://riben-travel.s3.amazonaws.com/production/spot_photo/image/54d3a31969702d386aa90000/big_cover_1397610788_b.jpg
,,,,,,,
Chiyoda,,,,,,,
Imperial Palace,-1 ChiyodaChiyoda-kuTokyo  ,千代田1-1,"The Imperial Palace, located on the former site of Edo castle, is the current residence of the Imperial family.",https://upload.wikimedia.org/wikipedia/commons/4/4a/Ginza_Mitsukoshi_2012.JPG,http://theclassytraveler.com/wp-content/uploads/2013/02/Imperial-Palace-Chiyoda-wallpaper.jpg,http://www.planetware.com/photos-large/JPN/japan-tokyo-imperial-palace.jpg,http://jpninfo.com/wp-content/uploads/2015/12/imperial-palace-winter.jpg
Two-tiered Bridge ,1-1 KokyogaienChiyoda-kuTokyo  ,皇居外苑1-1,"Nijubashi Bridge (literally ""double bridge"") is one of the most famous spots of the Imperial Palace.",https://media-cdn.tripadvisor.com/media/photo-s/09/71/d4/26/two-tiered-bridge-ni.jpg,http://media-cdn.tripadvisor.com/media/photo-s/03/54/32/04/caption.jpg,http://media-cdn.tripadvisor.com/media/photo-s/06/2a/44/73/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-s/05/6d/e1/19/caption.jpg
Mitsubishi Museum,Marunouchi 2-6-2Chiyoda-kuTokyo  , 丸の内2-6-2,"Mitsubishi Ichigokan Museum, Tokyo, holds three feature exhibitions a year on modern art from the late 19th to early 20th centuries.",https://upload.wikimedia.org/wikipedia/commons/9/93/Mitsubishi_Ichigokan_Museum.JPG,http://img3.auto-motor-und-sport.de/MItsubishi-Sammlung-fotoshowImage-2be67bd2-342175.jpg,http://www.joshualieberman.com/files/gimgs/60_ichigokan-1001.jpg,http://motorsblog-sandbox-yi7vl.ebayc3.com/motors/blog/wp-content/uploads/2013/10/IMG_9019-599x400.jpg
Chidorigafuchi,Koujimachi 1-2Chiyoda-kuTokyo  ,麹町1-2,"Chidorigafuchi is a moat located in the northwest of the Imperial Palace, and it is said the name comes from the moat's shape, which resembles plovers (chidori in Japanese). The moat is an historic site, and was constructed in the early Edo Period according to the expansion work of the castle, by damming the river. It used to be connected with Hanzo Moat.",https://upload.wikimedia.org/wikipedia/commons/3/3a/Chidorigafuchi-1.JPG,http://aroundtokyo.net/blog/wp-content/uploads/2014/03/IMGP8030.jpg,http://blank-wifi.com/img/blog/Chidorigafuchi.jpg,http://www.gotokyo.org/en/kanko/chiyoda/spot/images/10059_sub2.jpg
Tokyo Station,1-9-1 / 1-6-5 MarunouchiChiyoda-kuTokyo  ,丸の内1-9-1 / 1-6-5,"A central hub for many JR train lines, this station also services many subway lines as well as the Shinkansen (bullet trains). It is also a vibrant and busy area for shopping, dining and gift purchases.",https://upload.wikimedia.org/wikipedia/commons/9/95/Tokyo_station_from_marunouchi_oazo.JPG,http://www.japantimes.co.jp/wp-content/uploads/2013/01/nn20121023i1a.jpg,http://i2.cdn.turner.com/cnnnext/dam/assets/141219190337-tokyo-station-hotel---marunouchi-building-horizontal-large-gallery.jpg,http://www.japan-guide.com/g8/3037_01.jpg
Soto Sakuradamon Gate,KoukyogaienChiyoda-kuTokyo  ,皇居外苑,"Sakuradamon was repaired in 1636. The Masugata (a cubic space before the main gate) of Sakuradamon is about 27 meters x 38 meters (15 ken X 21 ken), which is the largest among existing castle gates.",https://upload.wikimedia.org/wikipedia/commons/0/06/Sakuradamon01s3200.jpg,http://townphoto.net/tokyo/tbw/tbw16.html,http://www.webkohbo.com/info3/ooedo/img/sakuradamon2.jpg,http://norio-mi.c.blog.so-net.ne.jp/_images/blog/_04b/norio-mi/E3808CE6A19CE794B0E99680E5A496E381AEE5A489E3808DE382AAE383BCE38397E383B3E383ADE382B1E382BBE38383E38388_02_hp.jpg?c=a3
,,,,,,,
Harajuku,,,,,,,
Yoyogi Park,2-1 Yoyogi Kamizono-choShibuya-kuTokyo  ,代々木神園町2-1,"Yoyogi Park is one of the largest parks in central Tokyo and is located next to Harajuku Station and Meiji Shrine. It is a place where joggers, cyclists, music fans and picnickers gather on sunny days. It is especially crowded during the cherry blossom season.",https://upload.wikimedia.org/wikipedia/commons/f/f3/Fountain_Yoyogipark.JPG,http://www.japan-guide.com/g3/3034_04.jpg,http://img.timeinc.net/time/photoessays/2009/tokyo/tokyo_yoyogi.jpg,https://images.trvl-media.com/media/content/shared/images/travelguides/destination/179900/Yoyogi-Park-79982.jpg
Meiji Jingu Shrine,1-1 Yoyogikamizono-choShibuya-kuTokyo  ,代々木神園町1-1,Meiji Jingu Shrine is a popular tourist hotspot close to Harajuku and Yoyogi Park. You can easily spend a few hours wandering around this area. It's particularly busy during national holidays and on New Year's.,https://upload.wikimedia.org/wikipedia/commons/a/a7/Meiji-Jingu-Shrine-06.jpg,http://www.japan-guide.com/g2/3002_01.jpg,http://japantraveladvice.com/wp-content/uploads/2014/03/meiji-jingu-shrine-minami-shin-mon-1024x682.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/Meiji-Jingu-Shrine-01.jpg
Takeshita Street,1 JingumaeShibuya-kuTokyo  , 神宮前1,Takeshita Street is a popular 'youth culture/fashion' shopping street located in Harajuku.,,,,
Oriental Bazaar,Jinguumae 5-9-13Shibuya-kuTokyo  ,神宮前5-9-13,"Located in central Omotesando, this souvenir store carries many unique items such as ceramic-based lamps and traditional Japanese screens. Long considered one of Tokyo's better one-stop shops for cultural gifts, the Oriental Bazaar counts John Lennon as one of its more famous customers. The musician made an impromptu visit when the Beatles toured Japan in 1966.",,,,
,,,,,,,
Akihabara,,,,,,,
Gundam Cafe,Kanda Hanaoka-cho 1-1Chiyoda-kuTokyo  ,神田花岡町1-1,,http://www.tanseisha.co.jp/resource/en_53818_1.jpg,http://static.giantbomb.com/uploads/original/0/7423/1333283-2132412285_full.jpg,http://www.gundam.info/uploads/image/20121220012741-48199.jpg,http://www.vagabondsummer.com/wp-content/uploads/2015/11/Gundam.jpg
Mandarake Complex,3-11-12 SotokandaChiyoda-kuTokyo  ,外神田3-11-12,"Mandarake Complex is a 8-storey shop selling used mangas, figurines and video games.",http://photos.wikimapia.org/p/00/01/29/02/93_big.jpg,https://stopxwhispering.files.wordpress.com/2014/05/mandarake-complex.jpg,http://around-akiba.com/wp-content/uploads/2015/02/2015-02-mandarake_019.jpg,http://www.dongjinggonglue.com/dianpu/upload_images/CB0003-05_main_3.jpg
Yurindo,Kanda Hanaokachou 1-1Chiyoda-kuTokyo  , 神田花岡町1-1,,http://www.kk1up.jp/wp-content/uploads/2016/02/201602150002-2.jpg,http://kot-book.com/wp-content/uploads/2015/01/9d534f4bd5829ed6802ea4a391b1aad9.jpg,https://www.google.co.jp/search?q=yurindo+akihabara&client=safari&rls=en&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjN1vqZ39LNAhUDl5QKHaerCXUQ_AUICSgC&biw=1834&bih=916#tbm=isch&q=%E6%9C%89%E9%9A%A3%E5%A0%82+%E7%A7%8B%E8%91%89%E5%8E%9F&imgrc=CQF5Y3ZkUWJWZM%3A,http://www.yurindo.co.jp/store/wp-content/uploads/sites/11/2013/06/20160311-1.jpg
Club Mogra,Akihabara 3-11Taito-kuTokyo  ,秋葉原3-11,,http://www.mami-kawada.jp/m2/images/bg.jpg,http://d3o7ntycrq21os.cloudfront.net/articles/609/wysiwyg/0.jpg,,
Yodobashi,Hanaoka Town 1-1Chiyoda-kuTokyo  ,花岡町1-1,"Yodobashi is a chain of stores specialising in cameras, camera equipment, and other electronics and household goods.",http://i.nextmedia.com.au/Galleries/20130715022826_01_Yodobashi%20Akiba%20-%20Outside%20shot%201.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/YodobashiAkiba.jpg/200px-YodobashiAkiba.jpg,http://mithunonthe.net/wp-content/uploads/2015/07/gundam-model-kits-yodobashi-akiba1.jpg,http://piece-of-japan.com/images/akihabara/yodobashi-akiba-dvd.jpg
Cure Maid Cafe,"Akiba 6F, 3-15-5 Soto-kanda, Chiyoda-ku, Tokyo",秋葉原3-11,http://www.curemaid.jp/,https://tabelog.ssl.k-img.com/restaurant/images/Rvw/34236/640x640_rect_34236862.jpg,https://tabimo.jp/imgs/tabimo/raw/items/25256/110.jpg,http://kawaii-i.com/admin/wp-content/uploads/2012/09/203_121005_G_CureMaid_1_4.jpg,http://weekly.ascii.jp/elem/000/000/052/52276/kkch_845_01_1キュアメイドカフェ01_cs1e1_480x.jpg
,,,,,,,
Roppongi,,,,,,,
Roppongi Hills,6-10-1 RoppongiMinato-kuTokyo ,六本木6-10-1,"An upmarket mega-complex featuring shops, offices, restaurants, cafes, a museum and a cinema",https://upload.wikimedia.org/wikipedia/commons/6/69/Roppongi_Hills_2013-12-01.jpg,https://dreamgolive.files.wordpress.com/2013/05/img_4117.jpg,http://tokyoyakei.jp/tokyo/roppongi/roppongi-38.jpg,http://www.transit-port.net/Galleries/Portfolio/images/Roppongi%20Hills.jpg
Tokyo Midtown,Akasaka 9-7-1Minato-kuTokyo  ,赤坂9-7-1,"Tokyo Midtown is a city within the city in the center of Tokyo's Roppongi district. Opened in 2007, the complex includes apartments, offices, shops, restaurants, museums, park space and a luxury hotel. In its center stands one of Tokyo's tallest buildings, the 248 meter tall Midtown Tower.",http://www.japan-guide.com/g3/3031_midtown_01.jpg,http://www.tokyo-midtown.com/en/images/index/flash/main_04.jpg,http://cdn.deepjapan.org/content/images/.user/_image1_1_hH9pUQ1432695941594.jpg,http://www.tokyo-midtown.com/jp/about/omoi/images/index-img-omoi.jpg
Mori Art Museum,6-10-1 RoppongiMinato-kuTokyo  ,六本木6-10-1,"A leading exhibitor of contemporary art with a particular focus on Asia, this Tokyo museum has built a reputation for rigorous curation. Located on the 53rd floor of the Mori Hills Tower of the Roppongi Hills complex, exhibitions often include photography, architecture and design. Its annual Roppongi Crossing exhibition showcases the work of established and upcoming Japanese contemporary artists such as Takashi Murakami and Yoshimoto Nara. The Mori Musem of Art was designed by real estate developer Minoru Mori.",,http://www.mori.art.museum/contents/kaleidoscopic/img/pic01.jpg,http://theredlist.com/media/database/fine_arts/places/mori/arch006_l_theredlist.jpg,http://theredlist.com/media/database/fine_arts/places/mori/arch003_l_theredlist.jpg
National Art Center,Roppongi 7-22-2Minato-kuTokyo  ,六本木7-22-2,"The huge, ultra-modern National Art Center, Tokyo, opened at the beginning of 2007. The National Art Center Tokyo is a short walk from Roppongi Hills. Designed by Kisho Kurokawa, the gleaming glass structure is Japan's largest exhibition space (see picture below). Dedicated to special exhibitions, it has no permanent collection of its own.",http://www.architravel.com/architravel_wp/wp-content/uploads/2013/05/The_National_Art_Center_2.jpg,http://content.mery.jp/1100x2000/images/916525/National_Art_Center_Tokyo_2008.jpg/original,http://s300.photobucket.com/user/anaskizo/media/Documentacion%20geografica/TheNationalArtCenterTokyo5.jpg.html,https://www.jnto.go.jp/eng/attractions/facilities/heart_art/shr/img/home/photo_museums/roppongi_01.jpg
Tsurutsuru Totan,Roppongi 3-14-12Minato-kuTokyo  ,六本木3-14-12,,,,,
Fujifilm Square,9-7-3 AkasakaMinato-kuTokyo  ,赤坂9-7-3,"As a photojournalist, the camera is my partner to capture the most important moments. However, it doesn’t take a photojournalist to like cameras or taking photos. If you have an interest in cameras, photography, or both, Fujifilm Square is a place you’ll fall in love with. The location is convenient for tourists being located 5 minutes from Roppongi Station. It is also part of Tokyo Midtown surrounded by other attractions such as 21_21 Design Sight, the Suntory Museum of Art, the National Art Center, the Mori Art Museum, and Hinokicho Park.",http://www.tokyo-midtown.com/jp/design-art/fujifilm-square/images/index-img-fujifilmsquare-l.jpg,http://fujifilmsquare.jp/guide/pack/images/photo_mar.jpg,http://fujifilmsquare.jp/guide/images/salon_image01.jpg,http://fujifilmsquare.jp/guide/pack/images/photo_foyer.jpg
,,,,,,,
Odaiba,,,Read more: http://www.japanvisitor.com/japan-city-guides/japan-museums/national-art-center#ixzz4DDTD1oYY,,,,
Odaiba Seaside Park,Daiba 1-4-1Minato-kuTokyo  ,台場1-4-1,"Odaiba Seaside Park is directly next to the Daisan Daiba (remains of the No. 3 Battery), and is surrounded by a peaceful bay. Visitors can enjoy playing on the sandy beach, windsurfing, or other pastimes. The park offers beautiful views of boats passing through the bay, the town on the opposite shore past the Rainbow Bridge, and the setting sun.",http://www.gotokyo.org/en/kanko/minato/spot/images/01_84.jpg,http://cache-graphicslib.viator.com/graphicslib/page-images/360x240/156121_Viator_Shutterstock_19659.jpg,http://www.halalinjapan.com/uploads/2/5/6/3/25635777/1312312_orig.jpg,http://tokyostory.net/wp-content/uploads/6116.jpg
Hara Museum of Contemporary Art,4-7-25 Kita-ShinagawaShinagawa-kuTokyo  ,北品川4-7-25,Hara Museum of Contemporary Art showcases a variety of permanent and temporary exhibitions throughout the year. Check out the website for their schedule.,http://www.japantimes.co.jp/wp-content/uploads/2014/06/cg-artsvenue-20140620-Hara-Museum-of-Contemporary-Art.jpg,http://trustcity-g.com/wp/wp-content/uploads/2015/12/hara_1.jpg,http://tokyoapartmentinc.com/blog/2015/08/24/270824KP-2.JPG,https://www.themoderninstitute.com/img/5605678932120-thumb.jpg
